,DRUGNAME,Train_size,Test_size,Accuracy,Precision,Recall,F1,AUCROC,AUCPR,N_ESTIMTORS,MAX_DEPTH
13,AZD8055,189195,841,0.2984542211652794,0.23575129533678757,1.0,0.3815513626834382,0.7824876186029449,0.5022471850860456,51,7
14,Afatinib,188270,1766,0.7780294450736127,0.8379204892966361,0.9151636606546426,0.8748403575989783,0.45598011388328086,0.8456950218265784,51,7
15,Alectinib,189117,919,0.9075081610446137,0.9614485981308412,0.9405714285714286,0.950895436164067,0.7823376623376623,0.9867243578753306,51,7
16,Amuvatinib,189119,917,0.7535441657579062,0.7599067599067599,0.9702380952380952,0.8522875816993465,0.6560738581146744,0.8033950709389015,51,7
17,Avagacestat,188188,1848,0.9182900432900433,0.988895382817066,0.9276315789473685,0.9572842998585573,0.5613806652046783,0.9904860647641843,51,7
18,Axitinib,189191,845,0.8686390532544379,0.8975672215108835,0.9576502732240437,0.9266358228684731,0.7406789496590745,0.9419680305042644,51,7
19,BAY-61-3606,189168,868,0.5460829493087558,0.5155666251556662,0.9880668257756563,0.6775777414075286,0.7957805996885149,0.7772430276360535,51,7
20,BI-2536,189639,397,0.4433249370277078,0.35014836795252224,0.9833333333333333,0.5164113785557987,0.7812876052948254,0.6043996728664554,51,7
21,BIX02189,189116,920,0.8978260869565218,0.9032634032634033,0.9860050890585241,0.9428223844282239,0.862956211309863,0.9658062487744519,51,7
22,BMS-345541,189113,923,0.6749729144095341,0.6535341830822712,0.9982300884955753,0.7899159663865546,0.7962080387600733,0.8274969461237098,51,7
23,BMS-509744,189637,399,0.7418546365914787,0.7694610778443114,0.9081272084805654,0.833063209076175,0.7294078225904714,0.8693560524729014,51,7
24,BMS-536924,188709,1327,0.6887716654107008,0.7076023391812866,0.9307692307692308,0.8039867109634552,0.663373916251614,0.7890626447257134,51,7
25,BMS-754807,189169,867,0.45674740484429066,0.4305210918114144,0.9665738161559888,0.5957081545064378,0.68596604741956,0.6314554382698894,51,7
26,BX-912,189115,921,0.7057546145494028,0.6887340301974448,0.9949664429530202,0.8140013726835964,0.8075529168817759,0.8617595923946166,51,7
27,BX795,189187,849,0.5995288574793876,0.5752551020408163,0.9847161572052402,0.7262479871175522,0.7618858821295749,0.779835362477685,51,7
28,Belinostat,189141,895,0.15418994413407822,0.09665871121718377,1.0,0.176278563656148,0.7260897260897261,0.20602389747740535,51,7
29,Bexarotene,189176,860,0.8744186046511628,0.9188514357053683,0.944801026957638,0.9316455696202532,0.7139415838602832,0.955178814320539,51,7
30,Bicalutamide,188286,1750,0.9205714285714286,0.9956709956709957,0.9242250287026407,0.9586186364989581,0.6013920780711826,0.9965807746670656,51,7
31,Bortezomib,189636,400,0.285,0.17151162790697674,0.9833333333333333,0.2920792079207921,0.6561274509803922,0.296551584790712,51,7
32,Bosutinib,189185,851,0.7837837837837838,0.7941550190597204,0.9659969088098919,0.8716875871687586,0.7301724399187804,0.8923949910951291,51,7
33,Bryostatin 1,189169,867,0.908881199538639,0.9763092269326683,0.9288256227758007,0.9519756838905775,0.6105674179517595,0.9800156031268344,51,7
34,CAY10603,189121,915,0.17923497267759564,0.12060889929742388,1.0,0.21525600835945663,0.7604380888612559,0.2685947086537474,51,7
35,CCT-018159,189136,900,0.7444444444444445,0.766388557806913,0.9497784342688331,0.8482849604221635,0.682958978876738,0.8655709074541513,51,7
36,CCT007093,189114,922,0.920824295010846,0.991822429906542,0.9278688524590164,0.958780350084698,0.555815768930523,0.9950301870547038,51,7
37,CGP-082996,189638,398,0.8115577889447236,0.8753709198813057,0.899390243902439,0.887218045112782,0.768554006968641,0.9415280904753451,51,7
38,CGP-60474,189638,398,0.3793969849246231,0.2735294117647059,1.0,0.4295612009237876,0.7552970209765556,0.4944253036566202,51,7
39,CHIR-99021,188241,1795,0.8763231197771588,0.9297719087635054,0.9365175332527207,0.9331325301204819,0.6512945191969607,0.9542731990948623,51,7
40,CI-1040,189195,841,0.5576694411414982,0.5448717948717948,0.9615384615384616,0.6955810147299509,0.6694224248403815,0.6995250976255154,51,7
41,CMK,189638,398,0.6733668341708543,0.6932153392330384,0.9003831417624522,0.7833333333333332,0.725536258634673,0.850735507623902,51,7
42,CP466722,189113,923,0.466955579631636,0.4330254041570439,0.9973404255319149,0.6038647342995169,0.765208681784589,0.6570811733352273,51,7
43,CP724714,189114,922,0.903470715835141,0.9685681024447031,0.930648769574944,0.9492298916143753,0.4622882710131032,0.9670769480057256,51,7
44,CUDC-101,189133,903,0.20155038759689922,0.14370546318289787,1.0,0.2512980269989616,0.7399653357570122,0.284802271917779,51,7
45,CX-5461,189118,918,0.6895424836601307,0.6763678696158324,0.9880952380952381,0.8030407740152039,0.8053339517625233,0.8590349115120619,51,7
46,Cabozantinib,189116,920,0.85,0.8586326767091541,0.9788639365918098,0.9148148148148149,0.78728594467992,0.9389646970763905,51,7
47,Cetuximab,189159,877,0.8825541619156214,0.9508599508599509,0.9247311827956989,0.9376135675348274,0.5018219832735962,0.9595653383678289,51,7
48,Cisplatin,189186,850,0.6905882352941176,0.6984732824427481,0.9547826086956521,0.8067597354886115,0.7131446640316206,0.8417150231752378,51,7
49,Crizotinib,189631,405,0.8567901234567902,0.9680232558139535,0.8763157894736842,0.9198895027624309,0.7807368421052632,0.9799806100899802,51,7
50,Cytarabine,189190,846,0.42080378250591016,0.38846153846153847,0.9588607594936709,0.5529197080291971,0.7132433723429664,0.6312998738226316,51,7
51,DMOG,189159,877,0.1630558722919042,0.10049019607843138,1.0,0.18262806236080179,0.740297591655162,0.24779054540594384,51,7
52,Dabrafenib,189161,875,0.7782857142857142,0.8039702233250621,0.9473684210526315,0.8697986577181208,0.7040966290070726,0.8910585987132437,51,7
53,Dacinostat,189164,872,0.0963302752293578,0.02836004932182491,1.0,0.05515587529976019,0.8451887130639627,0.14002328182948895,51,7
54,Dactolisib,189194,842,0.11045130641330166,0.037275064267352186,1.0,0.07187112763320941,0.8581244433133988,0.17321894312075964,51,7
55,Daporinad,189133,903,0.30564784053156147,0.2647754137115839,0.9781659388646288,0.4167441860465116,0.7018905575784278,0.4308976796962764,51,7
56,Dasatinib,189641,395,0.6,0.6174698795180723,0.8686440677966102,0.721830985915493,0.5909817716661336,0.7092339164096636,51,7
57,Docetaxel,189186,850,0.3564705882352941,0.3341804320203304,0.9195804195804196,0.4902143522833179,0.6413108168427317,0.5674079409515349,51,7
58,Doramapimod,189197,839,0.902264600715137,0.9667519181585678,0.9310344827586207,0.9485570890840653,0.5861612844371464,0.9780292066795242,51,7
59,Doxorubicin,189165,871,0.20780711825487944,0.14603960396039603,1.0,0.2548596112311015,0.8443514079276117,0.4480785055122983,51,7
60,EHT-1864,189112,924,0.9025974025974026,0.9593023255813954,0.9375,0.9482758620689655,0.6133522727272727,0.9673558321957404,51,7
61,Elesclomol,189187,849,0.25559481743227325,0.21374045801526717,0.9230769230769231,0.34710743801652894,0.618646720595746,0.37593437226343096,51,7
62,Embelin,189164,872,0.31995412844036697,0.27103960396039606,0.9820627802690582,0.4248302618816684,0.7126106393416569,0.5138618619828176,51,7
63,Entinostat,189636,400,0.375,0.27218934911242604,0.9583333333333334,0.423963133640553,0.6927083333333335,0.39083604144999134,51,7
64,Enzastaurin,189115,921,0.6123778501628665,0.5888501742160279,0.9941176470588236,0.7396061269146609,0.7187491054816086,0.7277675041326217,51,7
65,Epothilone B,189165,871,0.2766934557979334,0.2222222222222222,1.0,0.3636363636363636,0.8348930696253418,0.6084448172859658,51,7
66,Erlotinib,189666,370,0.7837837837837838,0.9119496855345912,0.847953216374269,0.8787878787878787,0.3716583124477861,0.9104602345357291,51,7
67,Etoposide,189155,881,0.318955732122588,0.2712895377128954,0.9955357142857143,0.4263862332695985,0.8296096977603826,0.6371771727430953,51,7
68,FH535,189167,869,0.1852704257767549,0.12484548825710753,1.0,0.22197802197802197,0.7915377475247525,0.38326880825116666,51,7
69,FR-180204,189116,920,0.9402173913043478,0.993006993006993,0.9456159822419534,0.9687322342239908,0.8619662363455809,0.9956841418238375,51,7
70,FTI-277,189156,880,0.9170454545454545,0.9841463414634146,0.9307958477508651,0.956727919383521,0.4962292609351433,0.9872091720538867,51,7
71,Fedratinib,189114,922,0.5542299349240781,0.5237543453070683,1.0,0.6874524714828897,0.7740585577104123,0.7375560369796259,51,7
72,Foretinib,189119,917,0.18865866957470012,0.12778429073856976,1.0,0.2266112266112266,0.8134707966209466,0.35182448477453643,51,7
73,GNF-2,189640,396,0.8459595959595959,0.9909365558912386,0.8497409326424871,0.9149232914923292,0.8101036269430051,0.9926748061444214,51,7
74,GSK1070916,189141,895,0.5385474860335195,0.5077658303464755,0.9976525821596244,0.6730007917656373,0.7761294132956946,0.7198265298347117,51,7
75,GSK1904529A,189165,871,0.9219288174512055,0.9938042131350682,0.9271676300578034,0.9593301435406698,0.7061657032755299,0.9973592133423302,51,7
76,GSK269962A,188704,1332,0.7184684684684685,0.7351973684210527,0.9440337909186906,0.8266296809986129,0.6367023683813547,0.8164904938978258,51,7
77,GSK319347A,189634,402,0.8557213930348259,0.9971014492753624,0.85785536159601,0.9222520107238606,0.4837905236907731,0.9981991673704312,51,7
78,GSK429286A,189113,923,0.9241603466955579,0.9500580720092915,0.9680473372781065,0.9589683470105511,0.8186314671521772,0.9754606794201355,51,7
79,GSK650394,189173,863,0.6500579374275782,0.6435643564356436,0.9737827715355806,0.774962742175857,0.7498036269253099,0.8360818904398819,51,7
80,GSK690693,189116,920,0.8282608695652174,0.8422897196261683,0.9690860215053764,0.9012500000000001,0.7352456011730206,0.9046249223767416,51,7
81,GW-2580,189114,922,0.928416485900217,0.9941860465116279,0.9334061135371179,0.9628378378378378,0.6148107714701601,0.9931396359515701,51,7
82,GW441756,189189,847,0.8642266824085005,0.9280205655526992,0.9244558258642765,0.9262347658755612,0.5823730260349979,0.9381163995981455,51,7
83,GW843682X,189637,399,0.41102756892230574,0.29850746268656714,1.0,0.45977011494252873,0.7733779264214047,0.5231556130816847,51,7
84,Gefitinib,189190,846,0.8522458628841607,0.9229781771501926,0.9170918367346939,0.9200255918106206,0.5555464121132324,0.9490366763379415,51,7
85,Gemcitabine,189170,866,0.2852193995381062,0.23038605230386053,0.9946236559139785,0.3741152679474216,0.8173466160657812,0.5734959169156303,51,7
86,HG6-64-1,189160,876,0.3778538812785388,0.33497536945812806,0.9819494584837545,0.49954086317722673,0.7617991477974723,0.6290235011764705,51,7
87,I-BET-762,189118,918,0.7440087145969498,0.7292882147024504,0.9952229299363057,0.8417508417508417,0.7784647485174612,0.8513439882819676,51,7
88,IOX2,189105,931,0.9151450053705693,0.9838337182448037,0.9291166848418757,0.9556926528323051,0.48901698083813677,0.9845514956124897,51,7
89,IPA-3,189166,870,0.6160919540229886,0.6032138442521632,0.9740518962075848,0.7450381679389314,0.754436925606781,0.8046226873794051,51,7
90,Idelalisib,189113,923,0.9024918743228603,0.9162790697674419,0.9776674937965261,0.9459783913565426,0.8216050560963712,0.9608120437058133,51,7
91,Imatinib,189630,406,0.8497536945812808,0.9852941176470589,0.8567774936061381,0.9165526675786594,0.8228473998294971,0.988214757638437,51,7
92,Ispinesib Mesylate,189114,922,0.6052060737527115,0.5805330243337196,0.9960238568588469,0.733528550512445,0.8070194584284269,0.8106493445329095,51,7
93,JNK Inhibitor VIII,189189,847,0.9126328217237308,0.9910256410256411,0.9202380952380952,0.954320987654321,0.5545918367346939,0.993874132057865,51,7
94,JNK-9L,189156,880,0.12727272727272726,0.05997552019583843,1.0,0.11316397228637412,0.8380854146712837,0.23678001643686708,51,7
95,JQ1,188239,1797,0.6382860322760155,0.6335141651597348,0.9615736505032022,0.7638081395348837,0.6537671286284622,0.739941247061145,51,7
96,JW-7-52-1,189652,384,0.3177083333333333,0.19135802469135801,1.0,0.32124352331606215,0.6895912642756962,0.29397206742834586,51,7
97,KIN001-244,189117,919,0.6539717083786725,0.6317016317016317,0.9963235294117647,0.7731811697574894,0.8387892156862745,0.8686392319056441,51,7
98,KIN001-260,189117,919,0.911860718171926,0.9232558139534883,0.9814585908529048,0.9514679448771719,0.9046297336779413,0.9846006660473311,51,7
99,KIN001-266,189116,920,0.5706521739130435,0.5471478463329453,0.9873949579831933,0.7041198501872659,0.8026960784313727,0.7863254038560199,51,7
100,KIN001-270,189116,920,0.9358695652173913,0.9826589595375722,0.9507829977628636,0.9664582148948266,0.8906814661848218,0.9962079275668003,51,7
101,KU-55933,189188,848,0.9174528301886793,0.9630102040816326,0.9484924623115578,0.9556962025316457,0.7818419018167762,0.9758229488131025,51,7
102,LFM-A13,189166,870,0.9241379310344827,0.9901234567901235,0.9325581395348838,0.9604790419161676,0.4999999999999999,0.9893118463485674,51,7
103,Lapatinib,189640,396,0.7904040404040404,0.9260355029585798,0.8436657681940701,0.8829337094499294,0.34716981132075475,0.9228291078413065,51,7
104,Lenalidomide,189186,850,0.9164705882352941,0.9898089171974522,0.925,0.9563076923076923,0.8449999999999999,0.9975582770027345,51,7
105,Lestaurtinib,189187,849,0.26148409893992935,0.20127388535031848,1.0,0.33510074231177095,0.8002253201194379,0.48937092993422926,51,7
106,Linifanib,189114,922,0.9219088937093276,0.9824766355140186,0.9365256124721604,0.9589509692132269,0.7803916109873793,0.9914210065239302,51,7
107,Linsitinib,189169,867,0.7600922722029988,0.8017348203221809,0.9309352517985612,0.8615179760319575,0.5982349004517317,0.863838149399481,51,7
108,Luminespib,189175,861,0.22415795586527293,0.165,1.0,0.2832618025751073,0.854054952820385,0.4950487942509193,51,7
109,MG-132,189636,400,0.5,0.44281524926686217,0.937888198757764,0.601593625498008,0.7025390472725382,0.6521812546758212,51,7
110,MK-2206,189211,825,0.6,0.5942028985507246,0.9534883720930233,0.7321428571428571,0.6295947049778974,0.6878099251104048,51,7
111,MPS-1-IN-1,189118,918,0.7309368191721133,0.7184579439252337,0.9903381642512077,0.8327691266079891,0.8223295759527642,0.8910148963795855,51,7
112,Masitinib,189115,921,0.750271444082519,0.7371495327102804,0.9921383647798742,0.8458445040214478,0.8311762109676708,0.9035715733674509,51,7
113,Methotrexate,189187,849,0.7915194346289752,0.7868020304568528,0.985691573926868,0.8750882145377559,0.7836681601387484,0.8932129113398578,51,7
114,Mitomycin-C,189164,872,0.08486238532110092,0.014814814814814815,1.0,0.029197080291970802,0.8439922480620154,0.06865401863695342,51,7
115,Motesanib,189187,849,0.9069493521790342,0.9770700636942675,0.9263285024154589,0.9510229386236826,0.6096733379342075,0.9829391161355343,51,7
116,NG-25,189116,920,0.6119565217391304,0.5883720930232558,0.9941060903732809,0.7392257121986852,0.8268634171291448,0.8314390463753552,51,7
117,NSC-207895,189121,915,0.7300546448087432,0.7321637426900585,0.9720496894409938,0.8352234823215476,0.7215626504091128,0.84224085642271,51,7
118,NSC-87877,189160,876,0.889269406392694,0.9616810877626699,0.9218009478672986,0.9413188142770719,0.5834567535545024,0.9777834880340508,51,7
119,NU7441,189190,846,0.9148936170212766,0.9693486590038314,0.9405204460966543,0.9547169811320755,0.8200044482572364,0.9889550534774061,51,7
120,NVP-BHG712,189116,920,0.75,0.740139211136891,0.9906832298136646,0.8472775564409031,0.8076784589071924,0.8901656366234851,51,7
121,NVP-TAE684,189631,405,0.5851851851851851,0.5594202898550724,0.9234449760765551,0.6967509025270758,0.68657845913485,0.7072828136048993,51,7
122,Navitoclax,189187,849,0.7314487632508834,0.727735368956743,0.9761092150170648,0.8338192419825073,0.6177474402730376,0.7295733028405619,51,7
123,Nilotinib,189231,805,0.9180124223602485,0.9770580296896086,0.9366106080206986,0.9564068692206078,0.8382115135834411,0.9907213364895953,51,7
124,Nutlin-3a (-),189187,849,0.8103651354534747,0.8386277001270648,0.9510086455331412,0.8912896691424713,0.7170586594775494,0.9162791657669149,51,7
125,OSI-027,189120,916,0.2827510917030568,0.23337222870478413,1.0,0.3784295175023652,0.7643016759776536,0.4237101634386049,51,7
126,OSI-930,189115,921,0.9359391965255157,0.9651567944250871,0.9662790697674418,0.9657176060429982,0.916812809759817,0.9923516507805175,51,7
127,OSU-03012,189166,870,0.26436781609195403,0.21182266009852216,1.0,0.3495934959349593,0.8533434397281269,0.6125415631695308,51,7
128,Obatoclax Mesylate,189172,864,0.09259259259259259,0.024875621890547265,1.0,0.04854368932038835,0.8918838862559242,0.36962230618795,51,7
129,Olaparib,188278,1758,0.8782707622298066,0.9341943419434194,0.9341943419434194,0.9341943419434194,0.7452383614745239,0.9715437793175135,51,7
130,Omipalisib,189114,922,0.13557483731019523,0.07325581395348837,1.0,0.13651137594799567,0.7585786351793337,0.1803333457727951,51,7
131,PAC-1,189177,859,0.8183934807916181,0.8310387984981227,0.9693430656934306,0.894878706199461,0.7506082725060826,0.9060252765589405,51,7
132,PD0325901,189195,841,0.272294887039239,0.23273657289002558,0.9381443298969072,0.3729508196721312,0.5365684603005146,0.3203771190369943,51,7
133,PD173074,189187,849,0.8916372202591284,0.9479034307496823,0.9360100376411543,0.9419191919191919,0.6295241772029726,0.9599322571419936,51,7
134,PF-4708671,189128,908,0.8942731277533039,0.9537914691943128,0.9338747099767981,0.943728018757327,0.5991627156259458,0.9629982528501864,51,7
135,PF-562271,189172,864,0.8101851851851852,0.8414481897627965,0.9479606188466948,0.8915343915343915,0.7278894680234964,0.9286159163233645,51,7
136,PFI-1,189103,933,0.62486602357985,0.6107921928817451,0.9797421731123389,0.7524752475247526,0.7322000283326251,0.7906760152025742,51,7
137,PFI-3,189184,852,0.9225352112676056,0.9949367088607595,0.9268867924528302,0.9597069597069597,0.5636792452830188,0.9970690802421507,51,7
138,PHA-665752,189630,406,0.8399014778325123,0.9796511627906976,0.8531645569620253,0.9120433017591341,0.6283084004602992,0.9825491238921105,51,7
139,PHA-793887,189114,922,0.6084598698481561,0.5792540792540792,1.0,0.7335793357933579,0.7986270564563853,0.7967652652200219,51,7
140,PI-103,189123,913,0.3592552026286966,0.31338028169014087,1.0,0.4772117962466488,0.7203824167159472,0.4538473337679308,51,7
141,PIK-93,189116,920,0.5054347826086957,0.4733178654292343,0.9975550122249389,0.6420141620771046,0.7825587682237714,0.7206130031886884,51,7
142,PLX-4720,188268,1768,0.8455882352941176,0.9068056407112202,0.924375,0.9155060352831941,0.6082105654761905,0.9371555195949133,51,7
143,Paclitaxel,189637,399,0.44611528822055135,0.3413173652694611,0.991304347826087,0.5077951002227172,0.7754745866503368,0.5967998405084606,51,7
144,Palbociclib,189211,825,0.6,0.5907894736842105,0.9594017094017094,0.7312703583061888,0.6971617706911825,0.7747325432107811,51,7
145,Parthenolide,189634,402,0.8084577114427861,0.878698224852071,0.8918918918918919,0.8852459016393442,0.7938373155764462,0.9436980033193767,51,7
146,Pazopanib,189168,868,0.783410138248848,0.825062034739454,0.9339887640449438,0.8761528326745717,0.6323015701526937,0.888390947853125,51,7
147,Pelitinib,189115,921,0.3561346362649294,0.30679156908665106,0.9961977186311787,0.4691136974037601,0.7787800339778336,0.5780351281171175,51,7
148,Pevonedistat,189332,704,0.5525568181818182,0.5412130637636081,0.9456521739130435,0.6884272997032641,0.6833834756728778,0.714290181091954,51,7
149,Phenformin,189124,912,0.3881578947368421,0.34823529411764703,0.9866666666666667,0.5147826086956522,0.641900871459695,0.4115031583462307,51,7
150,Pictilisib,188305,1731,0.4049682264586944,0.3795892968263846,0.9486780715396579,0.5422222222222223,0.6417170775775318,0.5328803939090868,51,7
151,Piperlongumine,189106,930,0.2053763440860215,0.15340253748558247,0.9637681159420289,0.2646766169154229,0.7600003659786269,0.42967613759824386,51,7
152,Ponatinib,189156,880,0.8193181818181818,0.8327228327228328,0.96875,0.8956007879185817,0.7354161286157024,0.911190207592163,51,7
153,Pyrimethamine,189635,401,0.6957605985037406,0.7046783625730995,0.9198473282442748,0.7980132450331127,0.7543797023449943,0.8531391207256079,51,7
154,QS11,189165,871,0.746268656716418,0.7524752475247525,0.9666136724960255,0.8462073764787753,0.7450170150704911,0.8731034045081667,51,7
155,Quizartinib,189115,921,0.9163952225841476,0.9766081871345029,0.9360986547085202,0.9559244419004006,0.7340343281274161,0.9871997256222862,51,7
156,RO-3306,189187,849,0.856301531213192,0.926923076923077,0.9175126903553299,0.9221938775510204,0.64313056503287,0.961887554611969,51,7
157,Rapamycin,189674,362,0.6298342541436464,0.6136363636363636,0.9264705882352942,0.7382812500000001,0.6854988830975428,0.7081837642009439,51,7
158,Refametinib,188315,1721,0.516560139453806,0.5246720799500312,0.9220636663007684,0.6687898089171973,0.5519656868723828,0.6115615162659722,51,7
159,Rucaparib,189114,922,0.9023861171366594,0.9627906976744186,0.9345372460496614,0.9484536082474228,0.7333834963631803,0.98495162136084,51,7
160,Ruxolitinib,189114,922,0.9316702819956616,0.9894982497082847,0.9401330376940134,0.9641841955656624,0.8425166297117518,0.9951520813553905,51,7
161,S-Trityl-L-cysteine,189639,397,0.473551637279597,0.38823529411764707,0.9924812030075187,0.5581395348837209,0.7667748917748918,0.6235284902502424,51,7
162,SB216763,189285,751,0.9067909454061251,0.9854439592430859,0.9185888738127544,0.9508426966292136,0.7253343671254119,0.993338666672914,51,7
163,SB505124,189106,930,0.8956989247311828,0.9640787949015064,0.9265033407572383,0.9449176604202157,0.6557976057906458,0.9822793017838067,51,7
164,SB52334,189117,919,0.8008705114254625,0.8436406067677946,0.9365284974093264,0.8876611418047883,0.647862253709774,0.8971969008705516,51,7
165,SB590885,189207,829,0.8721351025331725,0.944954128440367,0.9184713375796179,0.9315245478036176,0.590793283149971,0.9661571232340794,51,7
166,SGC0946,189124,912,0.9221491228070176,0.9976275207591934,0.9241758241758242,0.959498003422704,0.3120879120879121,0.9958506833643884,51,7
167,SL0101,189200,836,0.9186602870813397,0.9948186528497409,0.9230769230769231,0.9576059850374066,0.4188701923076923,0.9946566297548259,51,7
168,SN-38,189080,956,0.21338912133891214,0.1554054054054054,0.9857142857142858,0.2684824902723735,0.8145833333333333,0.4849112842867039,51,7
169,SNX-2112,189124,912,0.3168859649122807,0.2690951821386604,0.9956521739130435,0.42368177613321,0.8020209103659316,0.5554147896078521,51,7
170,STF-62247,189118,918,0.9193899782135077,0.9695193434935522,0.9451428571428572,0.957175925925926,0.7907242524916944,0.984543872849867,51,7
171,Salubrinal,189638,398,0.7839195979899497,0.8076923076923077,0.9285714285714286,0.8639240506329113,0.7845695970695971,0.9005755478135301,51,7
172,Saracatinib,189630,406,0.7931034482758621,0.8869565217391304,0.8717948717948718,0.8793103448275862,0.651023051023051,0.922800357544546,51,7
173,Seliciclib,189640,396,0.8434343434343434,0.9287833827893175,0.8917378917378918,0.9098837209302325,0.7387147831592277,0.9511690997412571,51,7
174,Selisistat,189119,917,0.9302071973827699,0.9964912280701754,0.9331872946330778,0.9638009049773756,0.8693866374589265,0.9993702820182462,51,7
175,Selumetinib,188289,1747,0.6777332570120206,0.7175667287399131,0.9145569620253164,0.8041739130434784,0.5469941622769086,0.7803688852453227,51,7
176,Sepantronium bromide,189148,888,0.11373873873873874,0.05066344993968637,1.0,0.09644087256027556,0.735252729933581,0.11992533251013762,51,7
177,Serdemetan,189117,919,0.6528835690968444,0.6557759626604434,0.9590443686006825,0.7789327789327788,0.6683475284157878,0.7909206147112443,51,7
178,Shikonin,189159,877,0.11516533637400228,0.04668304668304668,1.0,0.08920187793427231,0.7673608932940217,0.1551416600229374,51,7
179,Sorafenib,189633,403,0.7320099255583127,0.7572254335260116,0.916083916083916,0.8291139240506329,0.720817643894567,0.8499911678194335,51,7
180,Sunitinib,189638,398,0.6859296482412061,0.6460176991150443,0.9776785714285714,0.77797513321492,0.8537818144499179,0.8843497147208356,51,7
181,T0901317,189122,914,0.9442013129102844,0.9883177570093458,0.9537767756482526,0.9707401032702236,0.9101423859033781,0.9966580296712113,51,7
182,TAK-715,189112,924,0.8636363636363636,0.8690614136732329,0.9829619921363041,0.9225092250922509,0.8360183323429091,0.9470934943616498,51,7
183,TGX221,189636,400,0.785,0.9085545722713865,0.8484848484848485,0.8774928774928775,0.4990693172511354,0.9161782242264516,51,7
184,TPCA-1,189116,920,0.5760869565217391,0.5427901524032825,1.0,0.7036474164133739,0.8206587236697214,0.7968018221459071,51,7
185,TW 37,189115,921,0.12052117263843648,0.05484247374562427,1.0,0.10398230088495575,0.82063391596475,0.235778392133065,51,7
186,Talazoparib,189119,917,0.5179934569247546,0.5064327485380117,0.9558498896247241,0.6620795107033639,0.6956021161604629,0.6951642322491722,51,7
187,Tamoxifen,189106,930,0.9301075268817204,0.9930875576036866,0.9359391965255157,0.9636668529904975,0.5042827844130776,0.9908155395957414,51,7
188,Tanespimycin,189186,850,0.38941176470588235,0.39644218551461247,0.8764044943820225,0.5459317585301837,0.48487467588591177,0.48316116673544846,51,7
189,Temozolomide,189124,912,0.930921052631579,0.9871043376318874,0.941834451901566,0.9639381797366915,0.792629878200348,0.9940860415903193,51,7
190,Temsirolimus,189199,837,0.44205495818399043,0.41773778920308485,0.9587020648967551,0.5819158460161147,0.6848159600052126,0.6083603554580711,51,7
191,Thapsigargin,189179,857,0.14935822637106183,0.0945273631840796,0.987012987012987,0.17253121452894438,0.7882783882783883,0.3531037459805127,51,7
192,Tipifarnib,189167,869,0.2911392405063291,0.23573200992555832,1.0,0.3815261044176707,0.7949073715215874,0.6085392739315556,51,7
193,Tivozanib,189116,920,0.9282608695652174,0.9883040935672515,0.9378468368479467,0.9624145785876993,0.8803084292306793,0.9968019106542252,51,7
194,Tozasertib,189643,393,0.6972010178117048,0.6706586826347305,0.9613733905579399,0.7901234567901234,0.7743562231759658,0.8248911324444194,51,7
195,Trametinib,189137,899,0.39599555061179087,0.39737470167064437,0.8975741239892183,0.5508684863523573,0.5243761741403251,0.5111381451516389,51,7
196,Tretinoin,189195,841,0.8882282996432818,0.9332477535301669,0.9453836150845254,0.9392764857881137,0.7500180609738477,0.9611134240865411,51,7
