,DRUGNAME,ACCURACY,AUCROC,AUCPR,Hidden_units,Learning_rate_ftrl,Learning_rate_adam,L1_regularization_strength,L2_regularization_strength
154,QS11,0.7083811710677382,0.7324823608246068,0.8666908282260328,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
155,Quizartinib,0.9641693811074918,0.7096799134065254,0.9854795851622111,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
156,RO-3306,0.6666666666666666,0.6797245568777565,0.9663089037584905,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
157,Rapamycin,0.43646408839779005,0.6647741375031024,0.6939792484421359,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
158,Refametinib,0.5287623474723998,0.5679242726077707,0.6285753912092527,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
159,Rucaparib,0.6973969631236443,0.764892149485829,0.986820291080637,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
160,Ruxolitinib,0.720173535791757,0.8093680709534369,0.9940187182353071,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
161,S-Trityl-L-cysteine,0.4659949622166247,0.7245386192754613,0.5807342088057998,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
162,SB216763,0.640479360852197,0.7280480713316535,0.9931909920122892,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
163,SB505124,0.9139784946236559,0.6457405345211582,0.9819301122654994,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
164,SB52334,0.8400435255712732,0.6570882238905925,0.9045629248026564,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
165,SB590885,0.9433051869722557,0.5462651997683845,0.9578649025271315,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
166,SGC0946,0.16337719298245615,0.3752747252747253,0.9977771315243793,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
167,SL0101,0.4748803827751196,0.36778846153846156,0.9931606756479218,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
168,SN-38,0.8190376569037657,0.7981705182072828,0.4334489457104068,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
169,SNX-2112,0.4649122807017544,0.7949445365293892,0.5894352245414367,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
170,STF-62247,0.8790849673202614,0.7920531561461793,0.9836231208719413,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
171,Salubrinal,0.6683417085427136,0.7952315541601255,0.9067823660237614,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
172,Saracatinib,0.8029556650246306,0.641958041958042,0.9200320812102851,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
173,Seliciclib,0.75,0.7088952200063312,0.9452413814601295,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
174,Selisistat,0.7033805888767721,0.8474808324205914,0.9992221789269863,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
175,Selumetinib,0.6084716657126502,0.5283901053541945,0.7676755777833285,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
176,Sepantronium bromide,0.43355855855855857,0.7117809298660364,0.10346319224622649,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
177,Serdemetan,0.6594124047878128,0.6537424796810463,0.7724809252716155,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
178,Shikonin,0.10946408209806158,0.7683332287811304,0.1535244496868583,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
179,Sorafenib,0.7220843672456576,0.7087741318510549,0.8468587719630291,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
180,Sunitinib,0.5653266331658291,0.8338208128078819,0.8675430610775523,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
181,T0901317,0.15207877461706784,0.8989101841413003,0.9960461595975487,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
182,TAK-715,0.827922077922078,0.8243652466970035,0.9444360588257676,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
183,TGX221,0.79,0.49140049140049147,0.9087884257800437,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
184,TPCA-1,0.5065217391304347,0.7938286600091686,0.7814324847694587,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
185,TW 37,0.051031487513572206,0.7769852475777789,0.177800728284724,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
186,Talazoparib,0.6619411123227917,0.7052409225850651,0.7026164044225786,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
187,Tamoxifen,0.14086021505376345,0.5342019543973942,0.9910862386504109,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
188,Tanespimycin,0.5670588235294117,0.4649956784788245,0.43480433952453595,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
189,Temozolomide,0.019736842105263157,0.8331469052945563,0.996084796330706,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
190,Temsirolimus,0.5209080047789725,0.6959282557960456,0.6089364042536882,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
191,Thapsigargin,0.09334889148191365,0.7374292374292375,0.27470260034009364,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
192,Tipifarnib,0.2289988492520138,0.7246647546701805,0.4704444841769104,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
193,Tivozanib,0.9793478260869565,0.8517436766166249,0.9955392178528882,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
194,Tozasertib,0.6819338422391857,0.7640826180257512,0.8276633926932215,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
195,Trametinib,0.40378197997775306,0.528569897084048,0.4952304150223797,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
